PRODUCT_ID,PRODUCT_NAME,MANUFACTURER,PRODUCT_TYPE,PROMOTION_TIER,TOTAL_REVENUE,TOTAL_UNITS,AVG_DISCOUNT_PCT
118370,sky ghost cyan brown pale,Manufacturer#2,STANDARD BURNISHED BRASS,No Promotion,47204.58,34.00,0.00
137701,navajo lime hot mint coral,Manufacturer#5,SMALL PLATED BRASS,No Promotion,88673.70,51.00,0.00
192609,peach chocolate almond sienna floral,Manufacturer#5,PROMO BRUSHED NICKEL,No Promotion,25524.00,15.00,0.00
60314,dodger yellow seashell dark floral,Manufacturer#4,SMALL BRUSHED NICKEL,No Promotion,36954.99,29.00,0.00
89713,honeydew beige white coral black,Manufacturer#4,ECONOMY POLISHED TIN,No Promotion,34054.20,20.00,0.00
111069,azure ghost metallic moccasin misty,Manufacturer#3,STANDARD ANODIZED TIN,No Promotion,5400.30,5.00,0.00
168202,saddle cyan tan rosy medium,Manufacturer#5,STANDARD POLISHED NICKEL,No Promotion,62239.80,49.00,0.00
141212,pink blanched tan honeydew olive,Manufacturer#3,MEDIUM ANODIZED COPPER,No Promotion,56394.45,45.00,0.00
167752,hot thistle azure bisque lemon,Manufacturer#1,ECONOMY PLATED TIN,High Discount,3348.34,2.00,8.00
173303,rose burnished midnight honeydew salmon,Manufacturer#5,PROMO BRUSHED TIN,No Promotion,61933.50,45.00,0.00
132843,tomato olive turquoise dark azure,Manufacturer#5,ECONOMY POLISHED COPPER,No Promotion,61902.72,33.00,0.00
10290,slate deep black frosted lemon,Manufacturer#5,PROMO BURNISHED BRASS,No Promotion,16804.06,14.00,0.00
127313,ghost goldenrod dodger navy chocolate,Manufacturer#5,STANDARD POLISHED STEEL,No Promotion,52272.09,39.00,0.00
32006,floral tomato olive cream coral,Manufacturer#3,MEDIUM POLISHED STEEL,No Promotion,49714.00,53.00,0.00
194857,navajo floral grey burlywood dodger,Manufacturer#1,SMALL POLISHED COPPER,No Promotion,206896.10,106.00,0.00
39785,lime white moccasin puff green,Manufacturer#5,PROMO POLISHED STEEL,No Promotion,81064.66,47.00,0.00
126941,steel plum lavender black blush,Manufacturer#3,SMALL PLATED BRASS,No Promotion,123980.22,63.00,0.00
66060,tan moccasin salmon deep dark,Manufacturer#1,PROMO PLATED TIN,No Promotion,34886.04,34.00,0.00
39531,dark honeydew mint ivory sienna,Manufacturer#3,SMALL PLATED TIN,No Promotion,69114.91,47.00,0.00
173177,light peach violet hot turquoise,Manufacturer#5,MEDIUM PLATED TIN,No Promotion,51256.97,41.00,0.00
169891,drab chiffon light salmon metallic,Manufacturer#4,ECONOMY POLISHED NICKEL,No Promotion,35296.02,18.00,0.00
82783,bisque navajo firebrick frosted white,Manufacturer#3,PROMO PLATED BRASS,High Discount,34114.87,21.00,8.00
156631,violet red antique dark papaya,Manufacturer#1,MEDIUM BURNISHED TIN,No Promotion,59067.05,35.00,0.00
89936,chiffon cornsilk magenta light dodger,Manufacturer#3,LARGE PLATED COPPER,No Promotion,80889.06,42.00,0.00
32049,cornflower beige violet bisque green,Manufacturer#3,ECONOMY PLATED COPPER,No Promotion,44146.80,45.00,0.00
91956,mint black rose pale steel,Manufacturer#2,PROMO POLISHED COPPER,No Promotion,146096.25,75.00,0.00
81388,red goldenrod thistle lavender grey,Manufacturer#4,SMALL ANODIZED TIN,No Promotion,5477.52,4.00,0.00
153816,hot blanched sienna honeydew tomato,Manufacturer#4,MEDIUM BURNISHED TIN,No Promotion,61703.73,33.00,0.00
91585,metallic chiffon deep cornflower peach,Manufacturer#2,PROMO BRUSHED NICKEL,No Promotion,14189.22,9.00,0.00
168952,burnished aquamarine midnight sky spring,Manufacturer#2,SMALL BURNISHED COPPER,No Promotion,80838.00,40.00,0.00
66883,linen ivory dim yellow cream,Manufacturer#3,MEDIUM POLISHED NICKEL,Medium Discount,17573.86,10.00,5.00
17973,grey sienna olive dodger lace,Manufacturer#2,STANDARD ANODIZED TIN,No Promotion,175860.21,93.00,0.00
137471,plum seashell burlywood maroon green,Manufacturer#3,PROMO BURNISHED TIN,No Promotion,120677.60,80.00,0.00
124040,chocolate olive green orchid chiffon,Manufacturer#5,ECONOMY BURNISHED NICKEL,No Promotion,50009.88,47.00,0.00
182557,maroon floral powder frosted pale,Manufacturer#3,SMALL ANODIZED COPPER,No Promotion,54105.15,33.00,0.00
41090,burnished ivory blue chiffon red,Manufacturer#2,SMALL ANODIZED COPPER,No Promotion,16497.44,16.00,0.00
24092,azure lace metallic pink cream,Manufacturer#4,MEDIUM PLATED BRASS,No Promotion,5080.45,5.00,0.00
7318,beige rose moccasin orange aquamarine,Manufacturer#1,STANDARD BRUSHED NICKEL,Medium Discount,155455.08,135.00,6.00
95423,yellow turquoise goldenrod navy steel,Manufacturer#1,PROMO ANODIZED STEEL,No Promotion,22694.72,16.00,0.00
160910,navajo slate forest khaki midnight,Manufacturer#5,SMALL POLISHED BRASS,No Promotion,98545.50,50.00,0.00
97554,floral navajo sky puff drab,Manufacturer#5,LARGE PLATED NICKEL,No Promotion,41891.85,27.00,0.00
153747,dark goldenrod blush grey hot,Manufacturer#1,PROMO BRUSHED BRASS,No Promotion,79232.56,44.00,0.00
8916,lace beige wheat frosted ivory,Manufacturer#3,SMALL POLISHED TIN,No Promotion,133218.43,73.00,0.00
48721,mint khaki blue tomato thistle,Manufacturer#3,MEDIUM PLATED TIN,No Promotion,3339.44,2.00,0.00
134615,maroon plum olive dark navajo,Manufacturer#4,SMALL PLATED STEEL,No Promotion,82480.50,50.00,0.00
37166,tomato olive lawn orange lemon,Manufacturer#5,STANDARD ANODIZED TIN,No Promotion,47435.88,43.00,0.00
158297,misty beige turquoise lace smoke,Manufacturer#2,SMALL POLISHED TIN,No Promotion,4065.87,3.00,0.00
149492,navy orchid antique brown navajo,Manufacturer#1,STANDARD POLISHED COPPER,No Promotion,63201.09,41.00,0.00
35839,aquamarine pale seashell navy ghost,Manufacturer#5,PROMO BRUSHED COPPER,High Discount,17766.05,11.00,9.00
63627,brown sandy steel wheat beige,Manufacturer#3,ECONOMY BURNISHED TIN,No Promotion,20678.06,13.00,0.00
160429,red navajo green lemon steel,Manufacturer#1,SMALL PLATED COPPER,No Promotion,55108.54,37.00,0.00
141962,peru azure powder hot linen,Manufacturer#4,SMALL POLISHED COPPER,No Promotion,26051.48,13.00,0.00
7014,khaki tan firebrick aquamarine rosy,Manufacturer#3,STANDARD BRUSHED COPPER,No Promotion,31314.34,34.00,0.00
194713,navy honeydew grey cyan olive,Manufacturer#3,PROMO ANODIZED COPPER,No Promotion,28923.36,16.00,0.00
185192,coral linen hot sky thistle,Manufacturer#1,MEDIUM PLATED COPPER,No Promotion,53641.98,42.00,0.00
176498,pale lace steel lawn mint,Manufacturer#2,PROMO BRUSHED TIN,No Promotion,15744.90,10.00,0.00
30229,goldenrod sandy blue gainsboro violet,Manufacturer#4,ECONOMY BURNISHED NICKEL,No Promotion,33617.38,29.00,0.00
124019,burlywood goldenrod olive frosted royal,Manufacturer#5,SMALL PLATED STEEL,No Promotion,4172.04,4.00,0.00
137525,sky peru indian tomato maroon,Manufacturer#3,ECONOMY ANODIZED NICKEL,No Promotion,29687.88,19.00,0.00
141457,salmon ghost tomato spring steel,Manufacturer#3,LARGE PLATED BRASS,No Promotion,40458.15,27.00,0.00
92268,cornflower chartreuse rosy dim coral,Manufacturer#1,SMALL PLATED TIN,No Promotion,51670.66,41.00,0.00
102644,deep steel metallic plum beige,Manufacturer#3,LARGE ANODIZED STEEL,No Promotion,26346.24,16.00,0.00
87844,lace khaki royal red thistle,Manufacturer#1,ECONOMY PLATED BRASS,No Promotion,60450.72,33.00,0.00
139928,antique puff beige floral burlywood,Manufacturer#3,ECONOMY PLATED NICKEL,No Promotion,41326.32,21.00,0.00
21656,moccasin snow indian sandy sienna,Manufacturer#1,SMALL BURNISHED BRASS,No Promotion,15776.50,10.00,0.00
96302,puff violet seashell goldenrod red,Manufacturer#2,ECONOMY BURNISHED COPPER,No Promotion,29860.90,23.00,0.00
139871,smoke red brown peru linen,Manufacturer#3,PROMO BURNISHED NICKEL,No Promotion,42039.14,22.00,0.00
21951,papaya rose lawn spring moccasin,Manufacturer#4,PROMO BRUSHED BRASS,No Promotion,11237.70,6.00,0.00
24681,firebrick burlywood orchid chocolate plum,Manufacturer#5,SMALL PLATED COPPER,No Promotion,30507.92,19.00,0.00
119567,rosy azure black smoke goldenrod,Manufacturer#2,SMALL BRUSHED COPPER,No Promotion,84087.68,53.00,0.00
44163,burlywood mint floral ivory navajo,Manufacturer#5,SMALL BURNISHED NICKEL,No Promotion,46500.72,42.00,0.00
87294,royal tan chiffon olive plum,Manufacturer#3,SMALL ANODIZED COPPER,No Promotion,29469.67,23.00,0.00
116169,turquoise lavender steel orange burlywood,Manufacturer#3,STANDARD POLISHED TIN,No Promotion,24888.36,21.00,0.00
167675,light cornsilk peru ghost firebrick,Manufacturer#5,SMALL PLATED STEEL,No Promotion,8713.35,5.00,0.00
86669,orange powder blanched coral thistle,Manufacturer#4,ECONOMY BRUSHED TIN,No Promotion,66226.40,40.00,0.00
187927,sandy peru khaki magenta burlywood,Manufacturer#2,STANDARD PLATED TIN,No Promotion,72537.12,36.00,0.00
91451,beige sandy purple mint plum,Manufacturer#1,ECONOMY POLISHED NICKEL,No Promotion,62025.35,43.00,0.00
32898,rosy honeydew white spring maroon,Manufacturer#5,PROMO BURNISHED COPPER,No Promotion,27463.35,15.00,0.00
62096,sky bisque purple ivory midnight,Manufacturer#5,STANDARD BURNISHED BRASS,No Promotion,14813.26,14.00,0.00
98195,orchid lavender blue puff sienna,Manufacturer#5,PROMO BURNISHED COPPER,No Promotion,17897.85,15.00,0.00
175699,almond lemon deep firebrick navajo,Manufacturer#5,PROMO BRUSHED BRASS,No Promotion,88734.50,50.00,0.00
248,drab aquamarine red papaya pale,Manufacturer#1,SMALL PLATED BRASS,No Promotion,51670.80,45.00,0.00
122664,indian olive steel azure firebrick,Manufacturer#2,STANDARD BRUSHED NICKEL,No Promotion,28673.22,17.00,0.00
43797,dim firebrick blue forest violet,Manufacturer#4,SMALL BRUSHED BRASS,No Promotion,3481.58,2.00,0.00
17651,deep cyan seashell slate spring,Manufacturer#2,PROMO PLATED COPPER,No Promotion,58040.05,37.00,0.00
81883,tan indian papaya frosted moccasin,Manufacturer#1,PROMO PLATED COPPER,No Promotion,65270.80,35.00,0.00
109777,firebrick rosy turquoise blanched smoke,Manufacturer#5,MEDIUM BRUSHED BRASS,No Promotion,83978.19,47.00,0.00
198212,chiffon navy papaya azure honeydew,Manufacturer#3,SMALL POLISHED NICKEL,No Promotion,41926.72,32.00,0.00
154605,aquamarine orange honeydew dark burnished,Manufacturer#1,STANDARD ANODIZED STEEL,No Promotion,13276.80,8.00,0.00
91033,azure aquamarine lime royal olive,Manufacturer#1,LARGE PLATED NICKEL,No Promotion,41985.23,41.00,0.00
99676,olive azure coral dim deep,Manufacturer#5,STANDARD POLISHED TIN,No Promotion,43567.42,26.00,0.00
68523,olive khaki floral spring slate,Manufacturer#1,PROMO PLATED STEEL,No Promotion,59660.80,40.00,0.00
1654,turquoise lemon deep chiffon red,Manufacturer#2,SMALL BURNISHED TIN,No Promotion,3111.30,2.00,0.00
181584,orange cornflower chiffon sky light,Manufacturer#3,LARGE BURNISHED TIN,No Promotion,33311.60,20.00,0.00
20662,forest powder gainsboro lemon chiffon,Manufacturer#2,STANDARD POLISHED STEEL,No Promotion,41149.16,26.00,0.00
33965,white ivory goldenrod navy misty,Manufacturer#1,LARGE PLATED BRASS,No Promotion,93049.04,49.00,0.00
29493,chocolate ivory coral almond khaki,Manufacturer#3,ECONOMY ANODIZED NICKEL,No Promotion,52632.13,37.00,0.00
8104,sandy blue pink cornflower peru,Manufacturer#2,ECONOMY BURNISHED STEEL,No Promotion,15181.50,15.00,0.00
24576,violet tan grey coral medium,Manufacturer#5,LARGE PLATED COPPER,No Promotion,66025.08,44.00,0.00
165255,turquoise lawn navy salmon rose,Manufacturer#4,SMALL POLISHED TIN,No Promotion,11882.25,9.00,0.00
105821,saddle burlywood salmon linen wheat,Manufacturer#3,MEDIUM PLATED COPPER,No Promotion,158933.34,87.00,0.00
1946,deep chocolate wheat blue floral,Manufacturer#3,MEDIUM BURNISHED BRASS,No Promotion,68373.78,37.00,0.00
27859,frosted orchid peru antique green,Manufacturer#2,LARGE PLATED COPPER,No Promotion,142948.00,80.00,0.00
62833,light peru dodger burnished olive,Manufacturer#2,PROMO BRUSHED COPPER,No Promotion,35916.60,20.00,0.00
163022,dim tomato ghost seashell sandy,Manufacturer#4,PROMO BRUSHED BRASS,No Promotion,24955.46,23.00,0.00
18422,blue gainsboro misty floral frosted,Manufacturer#5,STANDARD POLISHED NICKEL,No Promotion,64340.16,48.00,0.00
3939,papaya chocolate lavender goldenrod metallic,Manufacturer#3,STANDARD BURNISHED NICKEL,No Promotion,22115.16,12.00,0.00
139156,metallic antique goldenrod burlywood cream,Manufacturer#5,ECONOMY POLISHED COPPER,No Promotion,10756.35,9.00,0.00
70676,bisque saddle lavender khaki burnished,Manufacturer#5,PROMO PLATED BRASS,No Promotion,55986.78,34.00,0.00
11451,chocolate papaya mint grey burnished,Manufacturer#2,SMALL BURNISHED STEEL,No Promotion,46323.30,34.00,0.00
183551,chiffon cyan mint orchid lawn,Manufacturer#4,LARGE POLISHED COPPER,High Discount,109580.24,74.00,9.33
191739,green honeydew yellow maroon cyan,Manufacturer#2,ECONOMY ANODIZED BRASS,No Promotion,71398.47,39.00,0.00
16292,lavender cyan rosy dim frosted,Manufacturer#5,LARGE PLATED TIN,No Promotion,12082.90,10.00,0.00
18595,moccasin green blush royal spring,Manufacturer#3,MEDIUM ANODIZED TIN,No Promotion,7567.95,5.00,0.00
193341,peach frosted light firebrick ghost,Manufacturer#3,LARGE BRUSHED TIN,No Promotion,71717.00,50.00,0.00
145853,red ghost honeydew blush cornflower,Manufacturer#5,MEDIUM BURNISHED BRASS,No Promotion,7595.40,4.00,0.00
107925,linen rose puff slate green,Manufacturer#1,STANDARD ANODIZED NICKEL,No Promotion,56054.68,29.00,0.00
135392,brown seashell goldenrod ghost lemon,Manufacturer#1,STANDARD PLATED NICKEL,No Promotion,71369.50,50.00,0.00
191726,medium orange antique green snow,Manufacturer#5,ECONOMY BURNISHED NICKEL,No Promotion,90886.00,50.00,0.00
8775,papaya dark cream beige floral,Manufacturer#5,SMALL PLATED COPPER,Medium Discount,73580.75,46.00,5.00
89561,aquamarine drab azure blush firebrick,Manufacturer#4,PROMO ANODIZED NICKEL,No Promotion,32561.76,21.00,0.00
162510,navajo midnight forest goldenrod rose,Manufacturer#1,LARGE PLATED COPPER,No Promotion,150960.96,96.00,0.00
39679,chocolate salmon blush white olive,Manufacturer#5,STANDARD POLISHED NICKEL,No Promotion,67984.14,42.00,0.00
160055,gainsboro green dodger steel hot,Manufacturer#4,PROMO BRUSHED BRASS,No Promotion,47947.15,43.00,0.00
121167,lime maroon pale yellow indian,Manufacturer#2,MEDIUM POLISHED STEEL,No Promotion,59408.00,50.00,0.00
135715,cream burlywood wheat magenta white,Manufacturer#4,STANDARD ANODIZED TIN,No Promotion,89286.21,51.00,0.00
33723,metallic olive peach medium puff,Manufacturer#3,LARGE BURNISHED TIN,No Promotion,69582.24,42.00,0.00
66268,sandy dark brown saddle almond,Manufacturer#4,PROMO POLISHED STEEL,No Promotion,41964.84,34.00,0.00
198229,seashell spring salmon wheat goldenrod,Manufacturer#4,LARGE BURNISHED COPPER,No Promotion,50434.36,38.00,0.00
121929,cornflower tan lavender lemon royal,Manufacturer#4,MEDIUM BURNISHED COPPER,No Promotion,40969.32,21.00,0.00
110405,burlywood violet purple mint chartreuse,Manufacturer#3,PROMO POLISHED BRASS,High Discount,17834.04,14.00,10.00
166975,honeydew bisque salmon cornsilk plum,Manufacturer#2,STANDARD BRUSHED BRASS,No Promotion,157231.69,77.00,0.00
160992,salmon beige gainsboro brown forest,Manufacturer#2,STANDARD PLATED TIN,No Promotion,73907.64,36.00,0.00
36707,powder forest yellow maroon olive,Manufacturer#1,SMALL BURNISHED NICKEL,No Promotion,49311.00,30.00,0.00
123098,red medium chiffon light lace,Manufacturer#3,SMALL POLISHED BRASS,No Promotion,28027.25,25.00,0.00
177540,turquoise moccasin khaki purple navy,Manufacturer#5,PROMO PLATED TIN,No Promotion,35585.88,22.00,0.00
3393,wheat tomato forest floral light,Manufacturer#2,PROMO POLISHED TIN,No Promotion,2592.78,2.00,0.00
1328,steel cyan maroon thistle peach,Manufacturer#1,ECONOMY PLATED COPPER,No Promotion,7375.92,6.00,0.00
136533,metallic sandy smoke dim frosted,Manufacturer#4,MEDIUM BURNISHED TIN,No Promotion,78476.50,50.00,0.00
127315,hot royal navajo blue white,Manufacturer#4,ECONOMY PLATED STEEL,No Promotion,79196.29,59.00,0.00
45104,chiffon gainsboro steel tan orchid,Manufacturer#4,LARGE PLATED COPPER,No Promotion,4196.40,4.00,0.00
106366,lawn sandy pink antique turquoise,Manufacturer#4,MEDIUM POLISHED BRASS,High Discount,13737.32,11.00,9.00
178053,red brown coral aquamarine rose,Manufacturer#1,PROMO BRUSHED TIN,No Promotion,27145.20,24.00,0.00
84736,mint puff moccasin coral honeydew,Manufacturer#2,PROMO ANODIZED NICKEL,No Promotion,22369.49,13.00,0.00
122881,grey saddle sienna thistle aquamarine,Manufacturer#4,STANDARD ANODIZED NICKEL,No Promotion,87578.48,46.00,0.00
135462,misty orchid yellow blanched saddle,Manufacturer#1,SMALL PLATED STEEL,No Promotion,88350.14,59.00,0.00
137869,burnished goldenrod yellow snow plum,Manufacturer#1,LARGE BRUSHED COPPER,No Promotion,15254.88,8.00,0.00
67029,medium tomato yellow sienna chiffon,Manufacturer#1,LARGE PLATED TIN,No Promotion,13944.28,14.00,0.00
33237,turquoise midnight tomato chiffon firebrick,Manufacturer#2,STANDARD ANODIZED COPPER,No Promotion,52660.35,45.00,0.00
185410,deep indian ivory tomato red,Manufacturer#4,STANDARD PLATED STEEL,No Promotion,41871.48,28.00,0.00
185935,lawn royal beige white lemon,Manufacturer#1,ECONOMY PLATED COPPER,No Promotion,101046.50,50.00,0.00
58254,moccasin lawn aquamarine salmon blue,Manufacturer#2,STANDARD PLATED STEEL,No Promotion,16971.50,14.00,0.00
115255,indian midnight floral tomato powder,Manufacturer#2,STANDARD BRUSHED TIN,No Promotion,38107.50,30.00,0.00
74976,seashell aquamarine cornflower burlywood forest,Manufacturer#1,ECONOMY ANODIZED COPPER,No Promotion,9754.85,5.00,0.00
150161,violet frosted pink royal lime,Manufacturer#4,PROMO POLISHED BRASS,No Promotion,76303.08,63.00,0.00
150818,spring wheat indian royal red,Manufacturer#2,ECONOMY PLATED BRASS,No Promotion,93440.50,50.00,0.00
44959,sky chiffon royal almond gainsboro,Manufacturer#1,SMALL BRUSHED BRASS,No Promotion,17135.55,9.00,0.00
59974,navajo peru midnight orchid linen,Manufacturer#2,PROMO PLATED COPPER,No Promotion,32877.49,17.00,0.00
32862,navy indian olive yellow antique,Manufacturer#3,SMALL BURNISHED STEEL,Medium Discount,43399.71,26.00,7.00
33267,deep frosted blush almond beige,Manufacturer#5,SMALL POLISHED COPPER,No Promotion,7201.56,6.00,0.00
96228,grey aquamarine powder plum beige,Manufacturer#2,ECONOMY PLATED TIN,No Promotion,46520.36,38.00,0.00
38271,powder turquoise blue lace spring,Manufacturer#4,SMALL BURNISHED BRASS,No Promotion,12092.70,10.00,0.00
83115,moccasin forest purple frosted sandy,Manufacturer#5,ECONOMY BRUSHED COPPER,No Promotion,7686.77,7.00,0.00
128714,cornsilk white olive ivory puff,Manufacturer#4,LARGE BURNISHED NICKEL,No Promotion,73193.82,42.00,0.00
47896,plum khaki midnight cornflower green,Manufacturer#4,LARGE PLATED NICKEL,No Promotion,14751.12,8.00,0.00
198306,ivory chartreuse slate floral sky,Manufacturer#4,LARGE POLISHED NICKEL,Medium Discount,31681.01,24.00,6.00
162004,lawn cornsilk tomato navy spring,Manufacturer#1,MEDIUM POLISHED STEEL,No Promotion,23452.00,22.00,0.00
42775,deep drab green sandy navajo,Manufacturer#5,STANDARD BURNISHED BRASS,No Promotion,84170.73,49.00,0.00
85688,saddle azure salmon magenta cream,Manufacturer#5,STANDARD BURNISHED BRASS,No Promotion,5021.04,3.00,0.00
136417,cyan sky cornflower cornsilk pink,Manufacturer#4,PROMO PLATED COPPER,No Promotion,45055.71,31.00,0.00
64177,spring khaki sienna metallic seashell,Manufacturer#3,SMALL BURNISHED STEEL,No Promotion,49070.31,43.00,0.00
82288,gainsboro spring coral turquoise olive,Manufacturer#4,STANDARD POLISHED STEEL,No Promotion,50811.20,40.00,0.00
40705,metallic navy peach steel almond,Manufacturer#2,MEDIUM BURNISHED STEEL,High Discount,36337.06,24.00,8.00
61637,sienna chiffon red almond dodger,Manufacturer#3,LARGE BRUSHED BRASS,No Promotion,52754.79,33.00,0.00
127767,gainsboro misty medium drab grey,Manufacturer#1,PROMO BURNISHED BRASS,No Promotion,57432.32,32.00,0.00
195406,burnished brown puff chiffon wheat,Manufacturer#4,PROMO PLATED BRASS,No Promotion,18016.80,12.00,0.00
99517,misty papaya burlywood olive dim,Manufacturer#3,SMALL POLISHED COPPER,No Promotion,25780.67,17.00,0.00
73747,turquoise indian hot drab sky,Manufacturer#3,PROMO BURNISHED STEEL,No Promotion,27531.84,16.00,0.00
173183,lemon sky linen seashell black,Manufacturer#5,STANDARD ANODIZED COPPER,No Promotion,94213.50,75.00,0.00
57144,floral cornflower lime aquamarine chocolate,Manufacturer#2,LARGE BRUSHED NICKEL,No Promotion,6606.84,6.00,0.00
137420,blue olive forest white wheat,Manufacturer#1,ECONOMY PLATED NICKEL,No Promotion,61211.64,42.00,0.00
7019,blush yellow blue aquamarine saddle,Manufacturer#1,STANDARD POLISHED BRASS,No Promotion,3704.04,4.00,0.00
74777,sienna puff royal medium black,Manufacturer#3,STANDARD ANODIZED NICKEL,No Promotion,82333.19,47.00,0.00
103302,misty peach tan burlywood turquoise,Manufacturer#3,SMALL BURNISHED TIN,No Promotion,37853.70,29.00,0.00
81006,burnished beige snow cream dark,Manufacturer#3,SMALL BURNISHED STEEL,No Promotion,29610.00,30.00,0.00
1350,black firebrick navy beige peach,Manufacturer#1,MEDIUM BRUSHED COPPER,No Promotion,102610.70,82.00,0.00
123481,blush aquamarine plum almond salmon,Manufacturer#3,SMALL POLISHED STEEL,No Promotion,48143.36,32.00,0.00
151406,steel violet orange powder sienna,Manufacturer#2,SMALL POLISHED COPPER,No Promotion,10201.80,7.00,0.00
163178,goldenrod blush cyan tan deep,Manufacturer#1,ECONOMY PLATED STEEL,No Promotion,3723.51,3.00,0.00
187356,misty honeydew coral firebrick steel,Manufacturer#4,ECONOMY ANODIZED NICKEL,No Promotion,41857.15,29.00,0.00
58152,sky gainsboro violet hot chocolate,Manufacturer#3,MEDIUM BURNISHED BRASS,No Promotion,38855.25,35.00,0.00
55064,linen cornsilk royal cornflower aquamarine,Manufacturer#3,ECONOMY BURNISHED COPPER,No Promotion,26495.56,26.00,0.00
151978,lawn peru burlywood deep red,Manufacturer#1,LARGE BURNISHED TIN,No Promotion,71048.95,35.00,0.00
126055,lawn ghost puff pale almond,Manufacturer#4,STANDARD BURNISHED STEEL,No Promotion,12972.60,12.00,0.00
126576,thistle forest brown rosy black,Manufacturer#4,SMALL ANODIZED STEEL,No Promotion,41666.82,26.00,0.00
61609,navy firebrick light dark olive,Manufacturer#5,STANDARD BRUSHED NICKEL,No Promotion,59682.80,38.00,0.00
75068,steel chartreuse peach gainsboro rosy,Manufacturer#5,LARGE POLISHED NICKEL,No Promotion,21904.26,21.00,0.00
121599,turquoise lace lime forest brown,Manufacturer#4,LARGE BURNISHED TIN,No Promotion,16205.90,10.00,0.00
156721,pink yellow aquamarine misty beige,Manufacturer#5,SMALL BRUSHED BRASS,No Promotion,67553.36,38.00,0.00
60458,rosy mint forest cornflower ivory,Manufacturer#5,LARGE ANODIZED TIN,No Promotion,2836.90,2.00,0.00
76277,chartreuse cornflower pale forest ghost,Manufacturer#2,LARGE PLATED STEEL,No Promotion,18799.05,15.00,0.00
181605,azure green sandy violet khaki,Manufacturer#2,PROMO POLISHED COPPER,No Promotion,74210.40,44.00,0.00
144650,black smoke peru seashell green,Manufacturer#2,STANDARD PLATED BRASS,No Promotion,6778.60,4.00,0.00
57304,peru orchid firebrick rosy moccasin,Manufacturer#4,SMALL BRUSHED TIN,No Promotion,40361.60,32.00,0.00
37734,light wheat black cyan hot,Manufacturer#3,SMALL BURNISHED TIN,Medium Discount,207394.82,132.00,6.00
169133,rose chiffon sandy cream blue,Manufacturer#5,MEDIUM PLATED TIN,No Promotion,48085.20,40.00,0.00
33211,cyan saddle beige papaya peach,Manufacturer#3,LARGE BURNISHED COPPER,No Promotion,16018.94,14.00,0.00
118503,honeydew almond deep antique cornsilk,Manufacturer#4,LARGE BRUSHED TIN,No Promotion,66946.00,44.00,0.00
45412,navy lavender orchid khaki puff,Manufacturer#2,STANDARD POLISHED NICKEL,No Promotion,43437.12,32.00,0.00
107305,metallic drab cornflower coral green,Manufacturer#3,PROMO PLATED COPPER,No Promotion,57741.20,44.00,0.00
60009,gainsboro midnight red antique peru,Manufacturer#5,ECONOMY ANODIZED COPPER,No Promotion,70737.00,73.00,0.00
115268,navajo blanched blush hot green,Manufacturer#4,SMALL PLATED TIN,No Promotion,10266.08,8.00,0.00
36005,almond cornflower lemon purple forest,Manufacturer#2,PROMO BURNISHED COPPER,No Promotion,15056.00,16.00,0.00
29156,moccasin lace dim brown lawn,Manufacturer#5,LARGE PLATED COPPER,Medium Discount,75190.05,74.00,6.50
6335,lime burnished purple lemon linen,Manufacturer#3,ECONOMY BURNISHED TIN,No Promotion,60825.17,49.00,0.00
161817,tan navajo yellow frosted ghost,Manufacturer#4,STANDARD BRUSHED BRASS,Medium Discount,151713.91,85.00,5.00
160163,azure ivory red linen spring,Manufacturer#5,ECONOMY ANODIZED STEEL,No Promotion,12231.60,10.00,0.00
100563,burnished midnight powder ghost lawn,Manufacturer#1,ECONOMY POLISHED TIN,No Promotion,50033.92,32.00,0.00
151771,ghost forest black olive orange,Manufacturer#5,SMALL ANODIZED NICKEL,No Promotion,18227.70,10.00,0.00
79283,gainsboro sky yellow grey steel,Manufacturer#3,ECONOMY PLATED TIN,No Promotion,41655.24,33.00,0.00
23519,puff deep saddle maroon light,Manufacturer#1,SMALL PLATED STEEL,No Promotion,10097.57,7.00,0.00
23622,cornflower rosy chocolate gainsboro blanched,Manufacturer#4,STANDARD POLISHED COPPER,No Promotion,85009.10,55.00,0.00
185677,orange navajo violet beige forest,Manufacturer#4,SMALL BURNISHED TIN,No Promotion,10576.02,6.00,0.00
74661,antique lavender seashell aquamarine gainsboro,Manufacturer#4,LARGE ANODIZED BRASS,No Promotion,8178.30,5.00,0.00
42175,salmon royal forest grey light,Manufacturer#1,SMALL ANODIZED TIN,No Promotion,45803.97,41.00,0.00
94307,blue saddle burlywood spring steel,Manufacturer#4,PROMO BRUSHED TIN,No Promotion,39039.00,30.00,0.00
185004,sandy peru papaya brown navajo,Manufacturer#4,SMALL ANODIZED TIN,No Promotion,50094.00,46.00,0.00
139384,dark medium lace chocolate almond,Manufacturer#2,ECONOMY BURNISHED COPPER,No Promotion,58358.58,41.00,0.00
29713,peach metallic bisque seashell cornsilk,Manufacturer#2,ECONOMY POLISHED BRASS,No Promotion,55852.14,34.00,0.00
181091,frosted linen green chocolate white,Manufacturer#4,SMALL ANODIZED BRASS,No Promotion,50399.87,43.00,0.00
173613,red steel white olive dodger,Manufacturer#2,PROMO BRUSHED TIN,No Promotion,60717.96,36.00,0.00
