PRODUCT_ID,PRODUCT_NAME,MANUFACTURER,PRODUCT_TYPE,PRODUCT_SIZE,RETAIL_PRICE
120288,tan black cyan olive salmon,Manufacturer#2,STANDARD POLISHED BRASS,22,1308.28
120289,slate misty maroon aquamarine puff,Manufacturer#4,MEDIUM BRUSHED STEEL,15,1309.28
120290,misty turquoise cornflower almond lemon,Manufacturer#2,STANDARD PLATED NICKEL,9,1310.29
120291,steel khaki lemon red sandy,Manufacturer#2,STANDARD POLISHED STEEL,47,1311.29
120292,blush floral blanched lemon saddle,Manufacturer#3,STANDARD BRUSHED NICKEL,32,1312.29
120293,navajo royal smoke deep honeydew,Manufacturer#5,STANDARD ANODIZED TIN,20,1313.29
120294,orchid orange aquamarine sienna slate,Manufacturer#3,PROMO ANODIZED STEEL,31,1314.29
120295,mint purple burlywood maroon linen,Manufacturer#5,ECONOMY PLATED NICKEL,34,1315.29
120296,khaki linen gainsboro ghost grey,Manufacturer#4,ECONOMY BRUSHED COPPER,9,1316.29
120297,burlywood indian lawn pale navy,Manufacturer#3,MEDIUM BRUSHED BRASS,48,1317.29
120298,gainsboro seashell red bisque firebrick,Manufacturer#1,MEDIUM PLATED NICKEL,30,1318.29
120299,sienna maroon lemon moccasin blush,Manufacturer#2,PROMO BURNISHED TIN,21,1319.29
120300,dark orange dim burlywood mint,Manufacturer#5,SMALL BURNISHED COPPER,23,1320.30
120301,cornsilk indian blanched dodger burnished,Manufacturer#4,MEDIUM BRUSHED COPPER,36,1321.30
120302,sandy violet tomato frosted floral,Manufacturer#4,STANDARD BURNISHED TIN,37,1322.30
120303,rosy pink papaya deep beige,Manufacturer#4,STANDARD BRUSHED BRASS,32,1323.30
120304,mint saddle gainsboro antique royal,Manufacturer#5,SMALL BRUSHED COPPER,32,1324.30
120305,orange salmon ghost snow purple,Manufacturer#5,SMALL BURNISHED BRASS,14,1325.30
120306,almond magenta thistle forest lavender,Manufacturer#3,MEDIUM ANODIZED TIN,32,1326.30
120307,smoke cornsilk floral powder cornflower,Manufacturer#1,LARGE PLATED TIN,23,1327.30
120308,lawn light indian ivory drab,Manufacturer#3,STANDARD ANODIZED STEEL,12,1328.30
120309,green olive slate lemon blush,Manufacturer#5,STANDARD BRUSHED NICKEL,1,1329.30
120310,turquoise cyan lemon dodger sandy,Manufacturer#4,PROMO PLATED TIN,43,1330.31
120311,misty slate maroon magenta blue,Manufacturer#5,MEDIUM ANODIZED TIN,40,1331.31
120312,navajo deep moccasin chocolate peach,Manufacturer#5,ECONOMY POLISHED STEEL,45,1332.31
120313,mint moccasin pale navy orange,Manufacturer#1,STANDARD PLATED TIN,44,1333.31
120314,medium ghost grey papaya steel,Manufacturer#4,SMALL PLATED NICKEL,6,1334.31
120315,rose rosy bisque lemon burlywood,Manufacturer#2,MEDIUM BURNISHED COPPER,40,1335.31
120316,honeydew sienna dark rose royal,Manufacturer#5,SMALL ANODIZED STEEL,23,1336.31
120317,goldenrod yellow midnight green peach,Manufacturer#3,PROMO ANODIZED NICKEL,25,1337.31
120318,spring antique blue lavender blanched,Manufacturer#1,PROMO PLATED BRASS,40,1338.31
120319,lemon metallic chiffon dark plum,Manufacturer#5,ECONOMY PLATED STEEL,17,1339.31
120320,grey rose khaki blanched orange,Manufacturer#5,SMALL BURNISHED NICKEL,28,1340.32
120321,moccasin purple bisque plum sienna,Manufacturer#2,PROMO PLATED BRASS,25,1341.32
120322,maroon misty tan dodger wheat,Manufacturer#1,ECONOMY BURNISHED STEEL,18,1342.32
120323,firebrick linen navy sienna dodger,Manufacturer#3,PROMO BRUSHED STEEL,16,1343.32
120324,turquoise rosy almond medium puff,Manufacturer#2,PROMO PLATED COPPER,26,1344.32
120325,navy orange wheat saddle smoke,Manufacturer#5,ECONOMY PLATED NICKEL,6,1345.32
120326,yellow salmon lawn wheat dim,Manufacturer#3,SMALL POLISHED BRASS,37,1346.32
120327,dodger smoke chiffon frosted burnished,Manufacturer#2,MEDIUM POLISHED COPPER,48,1347.32
120328,chiffon moccasin linen steel burlywood,Manufacturer#5,STANDARD BURNISHED NICKEL,41,1348.32
120329,blue brown sky gainsboro lace,Manufacturer#1,STANDARD BRUSHED STEEL,32,1349.32
120330,bisque almond slate thistle maroon,Manufacturer#4,PROMO POLISHED STEEL,38,1350.33
120331,purple spring turquoise blanched bisque,Manufacturer#5,LARGE BRUSHED COPPER,43,1351.33
120332,burlywood blue maroon blush ghost,Manufacturer#3,SMALL BURNISHED COPPER,11,1352.33
120333,papaya tomato antique lime lavender,Manufacturer#5,PROMO BURNISHED TIN,45,1353.33
120334,antique red tomato puff white,Manufacturer#4,STANDARD BRUSHED TIN,37,1354.33
120335,floral tan khaki smoke saddle,Manufacturer#3,PROMO BRUSHED STEEL,42,1355.33
120336,honeydew wheat white antique bisque,Manufacturer#1,STANDARD PLATED NICKEL,5,1356.33
120337,tan rose burnished dim cornflower,Manufacturer#5,PROMO PLATED NICKEL,42,1357.33
120338,azure grey rosy peru seashell,Manufacturer#5,PROMO PLATED COPPER,18,1358.33
120339,plum gainsboro puff snow sienna,Manufacturer#1,LARGE POLISHED STEEL,36,1359.33
120340,cornsilk rosy rose dim cornflower,Manufacturer#1,LARGE POLISHED BRASS,37,1360.34
120341,snow papaya peru seashell orange,Manufacturer#2,LARGE PLATED COPPER,23,1361.34
120342,tan deep smoke moccasin purple,Manufacturer#2,MEDIUM PLATED NICKEL,50,1362.34
120343,lime olive deep lace puff,Manufacturer#2,ECONOMY POLISHED COPPER,28,1363.34
120344,chocolate chartreuse almond olive navajo,Manufacturer#1,ECONOMY POLISHED TIN,48,1364.34
120345,peach floral rosy ivory almond,Manufacturer#5,STANDARD BURNISHED NICKEL,13,1365.34
120346,almond spring lavender burnished cornsilk,Manufacturer#5,SMALL BURNISHED NICKEL,6,1366.34
120347,lime blue papaya ivory royal,Manufacturer#2,STANDARD POLISHED COPPER,48,1367.34
120348,brown maroon indian navajo midnight,Manufacturer#1,MEDIUM ANODIZED COPPER,49,1368.34
120349,chiffon honeydew spring rosy wheat,Manufacturer#2,SMALL BRUSHED TIN,5,1369.34
120350,magenta aquamarine firebrick hot dark,Manufacturer#3,SMALL BURNISHED STEEL,28,1370.35
120351,floral rose red lavender black,Manufacturer#3,SMALL ANODIZED COPPER,36,1371.35
120352,seashell burlywood black dark brown,Manufacturer#2,PROMO ANODIZED STEEL,2,1372.35
120353,burlywood sandy navajo burnished yellow,Manufacturer#3,STANDARD BURNISHED NICKEL,18,1373.35
120354,honeydew bisque metallic thistle cream,Manufacturer#2,LARGE PLATED NICKEL,2,1374.35
120355,salmon antique navajo hot peru,Manufacturer#1,STANDARD BURNISHED COPPER,15,1375.35
120356,navajo linen wheat black blanched,Manufacturer#3,STANDARD ANODIZED NICKEL,9,1376.35
120357,slate dim dark blush purple,Manufacturer#1,SMALL POLISHED BRASS,11,1377.35
120358,coral chartreuse salmon plum sky,Manufacturer#3,SMALL PLATED TIN,38,1378.35
120359,powder pale chiffon chartreuse peach,Manufacturer#3,MEDIUM BURNISHED BRASS,8,1379.35
120360,black hot green rose blush,Manufacturer#2,MEDIUM POLISHED NICKEL,30,1380.36
120361,rose black navajo seashell papaya,Manufacturer#2,LARGE POLISHED NICKEL,10,1381.36
120362,papaya cornflower black floral violet,Manufacturer#4,MEDIUM ANODIZED NICKEL,32,1382.36
120363,hot lemon plum dark blue,Manufacturer#2,LARGE POLISHED BRASS,24,1383.36
120364,magenta turquoise metallic blue indian,Manufacturer#1,LARGE BURNISHED NICKEL,9,1384.36
120365,steel burlywood smoke misty lawn,Manufacturer#1,PROMO PLATED BRASS,14,1385.36
120366,dark khaki salmon light midnight,Manufacturer#4,PROMO ANODIZED BRASS,42,1386.36
120367,midnight aquamarine forest metallic cornflower,Manufacturer#4,PROMO BRUSHED TIN,4,1387.36
120368,olive floral papaya khaki green,Manufacturer#5,MEDIUM ANODIZED COPPER,20,1388.36
120369,wheat gainsboro blue thistle seashell,Manufacturer#4,LARGE BURNISHED TIN,33,1389.36
120370,blush lawn rose hot bisque,Manufacturer#1,LARGE ANODIZED BRASS,14,1390.37
120371,chocolate almond chiffon moccasin indian,Manufacturer#3,MEDIUM BURNISHED COPPER,44,1391.37
120372,navajo cream blush frosted chiffon,Manufacturer#1,SMALL BURNISHED NICKEL,18,1392.37
120373,azure pale misty chocolate ivory,Manufacturer#3,LARGE PLATED COPPER,33,1393.37
120374,frosted beige sienna azure khaki,Manufacturer#5,LARGE ANODIZED TIN,10,1394.37
120375,yellow steel chocolate wheat mint,Manufacturer#4,SMALL BURNISHED BRASS,16,1395.37
120376,maroon forest royal coral puff,Manufacturer#1,ECONOMY ANODIZED NICKEL,10,1396.37
120377,gainsboro forest powder lime thistle,Manufacturer#1,MEDIUM POLISHED TIN,49,1397.37
120378,snow chocolate drab misty cyan,Manufacturer#3,ECONOMY POLISHED TIN,4,1398.37
120379,drab rosy lawn tan azure,Manufacturer#3,MEDIUM PLATED COPPER,20,1399.37
120380,lavender pale mint metallic sandy,Manufacturer#2,STANDARD PLATED STEEL,33,1400.38
120381,chocolate metallic cyan misty chartreuse,Manufacturer#1,SMALL BURNISHED COPPER,28,1401.38
120382,cream cornsilk black rose salmon,Manufacturer#1,STANDARD BRUSHED COPPER,22,1402.38
120383,slate coral magenta ghost drab,Manufacturer#4,STANDARD POLISHED TIN,36,1403.38
120384,burnished honeydew violet sky red,Manufacturer#1,PROMO BRUSHED TIN,7,1404.38
120385,linen steel coral honeydew dim,Manufacturer#4,LARGE BURNISHED STEEL,38,1405.38
120386,sienna orange spring grey midnight,Manufacturer#5,ECONOMY PLATED BRASS,48,1406.38
120387,navy burnished moccasin cornsilk rose,Manufacturer#2,LARGE BURNISHED TIN,49,1407.38
120388,dodger salmon slate turquoise sienna,Manufacturer#4,STANDARD BURNISHED TIN,18,1408.38
120389,deep blush blue slate peru,Manufacturer#4,SMALL POLISHED BRASS,28,1409.38
120390,magenta frosted rosy pink azure,Manufacturer#2,ECONOMY ANODIZED COPPER,42,1410.39
120391,moccasin puff burnished goldenrod powder,Manufacturer#5,ECONOMY ANODIZED BRASS,19,1411.39
120392,purple indian bisque dark almond,Manufacturer#2,SMALL POLISHED COPPER,8,1412.39
120393,lime burnished puff forest frosted,Manufacturer#1,STANDARD BURNISHED TIN,47,1413.39
120394,gainsboro coral cyan burlywood firebrick,Manufacturer#2,STANDARD ANODIZED STEEL,15,1414.39
120395,burlywood saddle misty blanched linen,Manufacturer#1,MEDIUM PLATED STEEL,42,1415.39
120396,blanched salmon ghost white gainsboro,Manufacturer#3,PROMO ANODIZED BRASS,49,1416.39
120397,slate ivory snow red pink,Manufacturer#1,STANDARD ANODIZED STEEL,44,1417.39
120398,magenta coral powder sienna turquoise,Manufacturer#3,ECONOMY POLISHED COPPER,1,1418.39
120399,bisque lemon spring goldenrod powder,Manufacturer#1,PROMO ANODIZED BRASS,20,1419.39
120400,maroon burlywood ghost smoke honeydew,Manufacturer#5,PROMO POLISHED TIN,30,1420.40
120401,pale green navajo grey cornflower,Manufacturer#5,MEDIUM BRUSHED TIN,20,1421.40
120402,spring brown mint yellow misty,Manufacturer#2,MEDIUM POLISHED BRASS,22,1422.40
120403,orchid dodger chiffon magenta burlywood,Manufacturer#2,PROMO ANODIZED NICKEL,39,1423.40
120404,linen lace royal peru medium,Manufacturer#5,LARGE PLATED NICKEL,49,1424.40
120405,almond red lace burlywood dark,Manufacturer#3,SMALL ANODIZED NICKEL,39,1425.40
120406,lawn salmon black lace azure,Manufacturer#5,STANDARD BURNISHED STEEL,31,1426.40
120407,red papaya sandy almond navajo,Manufacturer#3,SMALL POLISHED BRASS,5,1427.40
120408,light goldenrod lace indian peru,Manufacturer#1,MEDIUM BURNISHED NICKEL,1,1428.40
120409,hot purple bisque grey burnished,Manufacturer#4,ECONOMY BURNISHED STEEL,13,1429.40
120410,honeydew pale chiffon dodger cyan,Manufacturer#2,ECONOMY PLATED COPPER,46,1430.41
120411,rosy orange chocolate midnight magenta,Manufacturer#4,MEDIUM BRUSHED NICKEL,28,1431.41
120412,coral purple peru blush salmon,Manufacturer#5,ECONOMY ANODIZED BRASS,5,1432.41
120413,cornflower orange salmon seashell royal,Manufacturer#3,MEDIUM BRUSHED TIN,2,1433.41
120414,hot chocolate peru violet navajo,Manufacturer#4,LARGE BURNISHED STEEL,46,1434.41
120415,bisque azure indian dim burnished,Manufacturer#5,ECONOMY BRUSHED STEEL,33,1435.41
120416,pale sienna moccasin firebrick bisque,Manufacturer#5,LARGE BRUSHED STEEL,13,1436.41
120417,khaki green medium maroon chartreuse,Manufacturer#3,STANDARD POLISHED NICKEL,28,1437.41
120418,antique lawn violet aquamarine pink,Manufacturer#4,STANDARD PLATED COPPER,37,1438.41
120419,orange cyan goldenrod rose pale,Manufacturer#3,STANDARD ANODIZED NICKEL,48,1439.41
120420,slate lawn blanched medium green,Manufacturer#1,LARGE BURNISHED BRASS,24,1440.42
120421,papaya purple brown magenta medium,Manufacturer#1,PROMO ANODIZED BRASS,5,1441.42
120422,tan gainsboro grey navy cyan,Manufacturer#4,SMALL PLATED BRASS,45,1442.42
120423,almond sky cyan red burlywood,Manufacturer#2,SMALL POLISHED STEEL,33,1443.42
120424,khaki orchid chartreuse thistle navy,Manufacturer#5,PROMO POLISHED TIN,16,1444.42
120425,firebrick orange salmon indian rosy,Manufacturer#2,STANDARD BURNISHED TIN,42,1445.42
120426,almond lemon dark blue purple,Manufacturer#1,LARGE ANODIZED STEEL,44,1446.42
120427,goldenrod sienna forest spring powder,Manufacturer#3,STANDARD PLATED BRASS,4,1447.42
120428,gainsboro moccasin blue saddle bisque,Manufacturer#3,SMALL POLISHED STEEL,22,1448.42
120429,cream salmon smoke orchid lavender,Manufacturer#2,LARGE BURNISHED NICKEL,37,1449.42
120430,hot deep grey almond tomato,Manufacturer#2,PROMO BRUSHED COPPER,18,1450.43
120431,magenta lime pale forest burlywood,Manufacturer#5,PROMO POLISHED STEEL,27,1451.43
120432,cyan antique ivory tomato burnished,Manufacturer#5,PROMO POLISHED BRASS,44,1452.43
120433,moccasin brown azure cream seashell,Manufacturer#1,STANDARD BRUSHED BRASS,40,1453.43
120434,aquamarine steel linen salmon smoke,Manufacturer#2,SMALL POLISHED BRASS,36,1454.43
120435,indian dark wheat blue mint,Manufacturer#2,STANDARD POLISHED STEEL,1,1455.43
120436,rosy sandy sienna magenta peach,Manufacturer#3,SMALL ANODIZED STEEL,42,1456.43
120437,chartreuse saddle plum ghost spring,Manufacturer#1,ECONOMY ANODIZED STEEL,21,1457.43
120438,pale rosy burlywood smoke orchid,Manufacturer#5,MEDIUM POLISHED NICKEL,22,1458.43
120439,misty slate plum violet royal,Manufacturer#3,SMALL POLISHED NICKEL,38,1459.43
120440,hot coral blush navy pale,Manufacturer#3,PROMO BRUSHED COPPER,15,1460.44
120441,steel antique lime salmon maroon,Manufacturer#2,SMALL BRUSHED TIN,43,1461.44
120442,mint saddle chartreuse violet deep,Manufacturer#3,ECONOMY PLATED BRASS,10,1462.44
120443,navajo thistle almond chiffon tan,Manufacturer#3,STANDARD BURNISHED STEEL,39,1463.44
120444,peach drab antique seashell tan,Manufacturer#3,PROMO BRUSHED BRASS,18,1464.44
120445,khaki mint magenta papaya maroon,Manufacturer#4,SMALL PLATED STEEL,42,1465.44
120446,maroon midnight dark smoke misty,Manufacturer#4,STANDARD BURNISHED BRASS,17,1466.44
120447,pink tomato salmon blanched powder,Manufacturer#4,MEDIUM BURNISHED COPPER,4,1467.44
120448,cream steel black burnished sandy,Manufacturer#3,MEDIUM BURNISHED NICKEL,10,1468.44
120449,drab thistle red firebrick rose,Manufacturer#3,MEDIUM ANODIZED TIN,13,1469.44
120450,misty snow rose cornflower azure,Manufacturer#4,ECONOMY BURNISHED TIN,29,1470.45
120451,cream olive wheat misty saddle,Manufacturer#2,SMALL POLISHED BRASS,23,1471.45
120452,moccasin medium black snow rosy,Manufacturer#5,STANDARD ANODIZED NICKEL,7,1472.45
120453,royal goldenrod frosted aquamarine powder,Manufacturer#2,MEDIUM POLISHED NICKEL,8,1473.45
120454,dodger mint yellow hot ivory,Manufacturer#4,STANDARD POLISHED COPPER,22,1474.45
120455,honeydew floral orchid tan bisque,Manufacturer#5,LARGE BRUSHED NICKEL,21,1475.45
120456,goldenrod azure lime lace cornsilk,Manufacturer#5,MEDIUM ANODIZED COPPER,30,1476.45
120457,ivory sky beige lawn azure,Manufacturer#2,STANDARD BRUSHED COPPER,3,1477.45
120458,tan chocolate light smoke orange,Manufacturer#4,STANDARD PLATED COPPER,1,1478.45
120459,azure navajo gainsboro dark drab,Manufacturer#2,SMALL BURNISHED BRASS,50,1479.45
120460,burnished grey aquamarine green salmon,Manufacturer#2,PROMO ANODIZED TIN,24,1480.46
120461,ivory mint green linen wheat,Manufacturer#3,MEDIUM POLISHED NICKEL,25,1481.46
120462,coral light moccasin tomato burnished,Manufacturer#1,STANDARD PLATED STEEL,17,1482.46
120463,royal ivory pink ghost khaki,Manufacturer#1,LARGE PLATED STEEL,30,1483.46
120464,white lavender cornflower dark green,Manufacturer#1,SMALL POLISHED STEEL,29,1484.46
120465,blue navy purple cyan green,Manufacturer#1,STANDARD PLATED STEEL,35,1485.46
120466,dim linen snow lavender blush,Manufacturer#4,MEDIUM BURNISHED BRASS,47,1486.46
120467,salmon lavender aquamarine black ivory,Manufacturer#3,PROMO PLATED COPPER,44,1487.46
120468,snow lavender green cornflower rosy,Manufacturer#4,LARGE PLATED BRASS,47,1488.46
120469,red moccasin lawn bisque gainsboro,Manufacturer#4,PROMO BRUSHED COPPER,3,1489.46
120470,ivory ghost burlywood dim antique,Manufacturer#4,MEDIUM BRUSHED STEEL,3,1490.47
120471,lace peach slate almond tan,Manufacturer#4,STANDARD BRUSHED TIN,34,1491.47
120472,light almond navy floral pink,Manufacturer#1,STANDARD ANODIZED TIN,34,1492.47
120473,aquamarine red burlywood pale black,Manufacturer#5,LARGE BURNISHED COPPER,14,1493.47
120474,navy gainsboro white green lavender,Manufacturer#3,LARGE PLATED COPPER,4,1494.47
120475,sienna white violet drab pink,Manufacturer#4,STANDARD BRUSHED COPPER,41,1495.47
120476,steel firebrick antique misty puff,Manufacturer#5,SMALL ANODIZED STEEL,37,1496.47
120477,red sienna blue chartreuse pink,Manufacturer#5,LARGE PLATED COPPER,25,1497.47
120478,floral beige ghost spring deep,Manufacturer#1,MEDIUM POLISHED BRASS,27,1498.47
120479,peach moccasin puff chocolate burlywood,Manufacturer#2,ECONOMY ANODIZED TIN,3,1499.47
120480,dim dodger spring turquoise cornflower,Manufacturer#1,STANDARD BURNISHED NICKEL,41,1500.48
120481,metallic navajo smoke cream light,Manufacturer#4,MEDIUM PLATED NICKEL,27,1501.48
120482,lavender brown magenta gainsboro powder,Manufacturer#2,LARGE PLATED BRASS,50,1502.48
120483,lemon azure smoke misty sienna,Manufacturer#5,PROMO BURNISHED BRASS,28,1503.48
120484,moccasin coral chiffon cream violet,Manufacturer#1,STANDARD POLISHED BRASS,31,1504.48
120485,sandy drab slate metallic cyan,Manufacturer#4,STANDARD ANODIZED NICKEL,16,1505.48
120486,green gainsboro honeydew blush bisque,Manufacturer#1,ECONOMY ANODIZED STEEL,36,1506.48
120487,mint slate blush cornflower seashell,Manufacturer#5,ECONOMY POLISHED COPPER,32,1507.48
120488,ivory turquoise green navy brown,Manufacturer#3,ECONOMY PLATED STEEL,32,1508.48
120489,ghost goldenrod turquoise pale metallic,Manufacturer#1,MEDIUM BURNISHED TIN,42,1509.48
120490,wheat papaya magenta deep beige,Manufacturer#1,SMALL POLISHED BRASS,24,1510.49
120491,lawn sky khaki blue magenta,Manufacturer#3,MEDIUM BRUSHED COPPER,33,1511.49
120492,medium lime brown black dodger,Manufacturer#1,STANDARD ANODIZED NICKEL,5,1512.49
120493,linen slate yellow gainsboro sandy,Manufacturer#3,PROMO POLISHED NICKEL,6,1513.49
120494,frosted dodger peru tan plum,Manufacturer#5,SMALL PLATED BRASS,47,1514.49
120495,black tan forest magenta salmon,Manufacturer#1,ECONOMY POLISHED BRASS,36,1515.49
120496,peach moccasin blanched goldenrod burnished,Manufacturer#1,PROMO POLISHED NICKEL,41,1516.49
120497,magenta khaki tan orchid metallic,Manufacturer#2,MEDIUM PLATED TIN,3,1517.49
120498,forest salmon dark gainsboro slate,Manufacturer#2,STANDARD PLATED COPPER,15,1518.49
120499,violet snow pink tan red,Manufacturer#3,LARGE POLISHED NICKEL,17,1519.49
120500,dodger burlywood indian green chartreuse,Manufacturer#4,MEDIUM POLISHED COPPER,28,1520.50
